Sentence,Tag
"Singer-songwriter Guerra won Grammys for best album of the year , best contemporary tropical album for A Son de Guerraas well as best tropical song for "" Bachata en Fukuoko . ""","['O', 'B-per', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'I-art', 'I-art', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'I-art', 'O', 'O']"
"In other violence , a roadside bomb in Baghdad killed at least two people .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
"Iraq has the second largest oil reserves in the Middle East , but oil production suffers from years of sanctions , war , and insurgent attacks on key infrastructure .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
News reports say the truck collided with another vehicle in the mining state of Coahuila .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Egyptian health ministry officials say the girl is from the southern village of Sheik Massoud in Minya province .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O']"
"The party of Israeli Prime Minister Ariel Sharon votes Thursday , on forming a new coalition government to advance plans for an Israeli withdrawal from the Gaza Strip .","['O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
The physical demarcation has been delayed because of Ethiopia 's refusal to accept the commission 's ruling .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"President Fox toured the resort city of Cancun , where luxury hotels have been destroyed by the storm and shopping centers emptied by looters in its wake .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Admiral Thomas Fargo , who is commander of the U.S. Pacific Command , said Tuesday more personnel and ships are pouring into the region .","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The station refused to air the entire tape for what it called humanitarian reasons .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The previous offer was 6.5 percent , but unions are demanding an 8.6 percent raise .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A doctor for the World Health Organization in Ivory Coast says 40 people have died from meningitis and more than 200 have been infected in rebel-held parts of the country .,"['O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
OLPC had wanted Intel to work on the One Laptop Per Child computer exclusively .,"['B-org', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The completion of a new thermal power plant near Vlore has helped diversify generation capacity , and plans to upgrade transmission lines between Albania and Montenegro and Kosovo would help relieve the energy shortages .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The U.S. accuses Iran of using its civilian nuclear program as a cover up to build nuclear weapons .,"['O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
An independent polling firm in Venezuela says President Hugo Chavez is gaining support for a February 15 referendum that would abolish term limits and allow him to seek re-election indefinitely .,"['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The leaflets warned residents not to come within 300 meters of the border fence , and to avoid involvement with weapons smugglers along the Gaza-Egypt border .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A military statement said Turkish warplanes followed up the attack with airstrikes in northern Iraq Friday , but it was unclear if there were casualties .","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Last week , Saudi Arabia recalled its ambassador to Denmark .","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Militants and gangs began attacking oil facilities in the Delta in late 2005 to demand that more oil revenue be directed to impoverished local residents .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"On Monday , an Egyptian appeals court upheld a lower court decision last month to sentence blogger Abdel Karim Suleiman to four years in prison - three for insulting Islam and one for insulting President Hosni Mubarak .","['O', 'B-tim', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']"
"Energy ministers of Russia and Ukraine have adjourned until Thursday their talks in Moscow on a huge price hike sought for deliveries by Russia 's state-run natural gas company , Gazprom .","['O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
Cambodian authorities took 52-year-old Puth Lim into custody and charged him in the case Friday .,"['B-gpe', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"A U.S. delegation crossed the heavily-guarded border from South Korea into North Korea Tuesday , for talks on Pyongyang 's overdue declaration of its nuclear activities .","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'I-geo', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"For its part , France had sought to have member countries initially waive 50 percent of the debt and then review the matter in three years .","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
Videotape shot by an American news crew also showed a mural pledging allegiance to the al Qaida terrorist network .,"['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O']"
The losses reported Friday grew as more and more consumers also fell behind on car and credit-card loans .,"['O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ukrainian opposition leader Viktor Yushchenko has warned foreign nations against taking sides in the country 's new presidential runoff election .,"['B-gpe', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Health officials in India have reported the country 's first death from the H1N1 swine flu virus .,"['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The blasts came shortly after Iraqi authorities adjourned the trial of ousted dictator Saddam Hussein until at least Wednesday .,"['O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O']"
"The southernmost and smallest of these is the Akrotiri Sovereign Base Area , which is also referred to as the Western Sovereign Base Area .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'I-geo', 'O']"
"Leading conservative Iranian cleric Ayatollah Ahmad Khatami also has called on Mr. Ahmadinejad to reconsider Mashaie 's appointment , saying it defies the president 's constituency .","['O', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-per', 'B-org', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"During that meeting , Crocker asked Iran to stop supporting militias in Iraq .","['O', 'O', 'O', 'O', 'B-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"Her father , who resigned last week after nearly 15 years in power , fled Kyrgyzstan after protesters ransacked his offices in Bishkek and the opposition seized power March 24 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
"The sandbag-reinforced levee broke early this Friday morning near the city of Winfield , in the state of Missouri , about 70 kilometers northeast of St. Louis .","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
He says the injured man was airlifted to the German ship for treatment .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O']"
"In 2003 , a magnitude 6.4 quake struck the same region , killing 177 people .","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Hamadi was convicted in the hijacking of a TWA airliner that took off from Athens in 1985 .,"['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O']"
"The French News Agency , AFP , quotes a rebel statement as saying that conditions for a "" free , democratic , and transparent vote "" can not be guaranteed .","['O', 'B-org', 'I-org', 'I-org', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He says the victims were shot , stabbed or burned to death .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He is suspected of violating laws and customs of war in the Doboj region on several occasions during 1992 and the following year .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
Hamas is taking part in the Palestinian legislative elections for the first time .,"['B-org', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Former Prime Minister Nawaz Sharif , the head of the Pakistan Muslim League ( N ) , has indicated his party could join the opposition if the PPP does not agree by Monday to restore judges fired by former President Pervez Musharraf .","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']"
"Shourd says there were no signs , fences or other indications of a border .","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Israeli media reports said the blast could have been a car bomb that detonated prematurely , but there was no official word from Israel .","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
The islands became an associated state of the UK with full internal autonomy in 1967 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Iraqi police have detained a Saudi militant found crossing the border into Iraq .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
The Bosnian Serb prime minister recently has questioned Bosnia 's constitutional structure and raised the issue of the Serb Republic 's possible secession from the country .,"['O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Officials in Vatican City Saturday said the so-called "" vacant see "" stamp will carry an image only of two crossed keys .","['O', 'O', 'B-geo', 'I-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Officials from Graceland , which owns the museum , subsequently viewed the video tape .","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Last year , he promised to quit his military post before the end of 2004 , if the religion-based coalition agreed to accept him as president until 2007 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"The United Nations says fighting and related violence have killed 3,00,000 people and displaced more than 2.7 million .","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The group will also visit the grave of Nationalist party leader Sun Yat Sen in Nangjing .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-geo', 'O']"
Tehran denies western accusations that it is secretly pursuing nuclear weapons .,"['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The U.S. government is taking steps to move Hurricane Katrina evacuees out of hotels and into long-term housing .,"['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He is sitting in front of a flag inscribed with the name of the militant group - League of the Righteous .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O']"
"Wednesday , officials at the meeting , including Sudan 's President Omar Hassan al-Bashir , asked mediators to prepare for a new round of talks later this month .","['B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O']"
Mr. Kerik once served as New York City police commissioner under New York Mayor Rudolph Giuliani .,"['B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-per', 'I-per', 'I-per', 'O']"
"On Tuesday , Chinese media quoted officials from the CDC as saying the reports were wrong , and that the CDC had released no such statistics .","['O', 'B-tim', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O']"
"Obama was elected to the U.S. Senate in November 2004 , representing the U.S. state of Illinois .","['B-per', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O']"
The proposal was put on hold after an announcement last month that the wife of the second son of Emperor Akihito is pregnant with her third child .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Officials say most of the victims died of suffocation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"An analysis by the newspaper USA Today shows credit card debt grew between 2001 and early 2006 , fueled in part , by rising home equity , the value of a home minus its outstanding loans .","['O', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"They have found houses rigged with explosives , more than 100 explosive devices and mines , as well as 36 weapons caches .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A Kenyan High Court judge has formally dropped murder charges against a prominent white rancher accused of killing a game warden .,"['O', 'B-gpe', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Straw accused both rebel and government forces of breaking the cease-fire in Darfur , and he said world leaders have doubts either side is serious about reaching a peace deal .","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
China is reporting a new outbreak of bird flu in poultry in the northwest Xinjiang region .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
There were three additional deaths in the same period .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Askar Akayev Kyrgyzstan 's parliament has voted to strip ousted President Askar Akayev of many of his special privileges .,"['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Authorities said Saturday officials are culling tens of thousands of birds on the affected poultry farm in Miyazaki prefecture .,"['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
Invasions by Norsemen that began in the late 8th century were finally ended when King Brian BORU defeated the Danes in 1014 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'B-gpe', 'O', 'B-tim', 'O']"
"He is averaging 19.9 points per game , nine rebounds and 1.36 blocked shots .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"It calls U.S. policy "" fairly effective "" in encouraging political reforms throughout the region .","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The woman detonated her explosives vest in the Diyala province capital of Baquba Sunday , near a heavily guarded area that includes government offices and a courthouse .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The region subsequently came under the control of Germans , Poles , Swedes , and finally , Russians .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-gpe', 'O']"
"Israel has not officially stated that it has nuclear weapons , but it is widely believed to have about 200 nuclear warheads .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Officials ordered the slaughter of all poultry in five affected villages after officials confirmed the discovery of dead birds infected with an H5 strain of bird flu .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" You cruel beast ! "" cried he .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Mr. Bush is to meet business and community leaders in storm hit Gulfport , Mississippi before traveling to New Orleans , Louisiana .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O']"
No reasons were given for the resignations .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
U.S. Secretary of State Condoleezza Rice says Iran has so far shown no interest in a proposed European deal over its nuclear program .,"['B-org', 'O', 'O', 'B-org', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
